,Original Query,Intermediate Query hi,Back Translated Query,Intent
9606,i need you to turn the tv on now,मुझे अब टीवी चालू करने की जरूरत है,I need to turn on the TV now,smart_home
9607,will you please turn the tv on,क्या आप कृपया टीवी चालू कर देंगे,would you please turn on the tv,smart_home
9608,turn on the tv please,कृपया टीवी चालू करें,please turn on the tv,smart_home
9609,please turn the tv on,कृपया टीवी चालू करें,please turn on the tv,smart_home
9610,can you verify the doors are locked,क्या आप पुष्टि कर सकते हैं कि दरवाज़े बंद हैं,can you confirm the doors are locked,smart_home
9611,i'd like the lights in the garage to be turned on,मैं चाहता हूँ कि गैराज की लाइटें चालू कर दी जाएँ,I'd like the garage lights turned on,smart_home
9612,engage all the door locks,सभी दरवाज़ों के ताले लगाएँ,Lock all doors,smart_home
9613,set all doors to locked,सभी दरवाज़े बंद कर दें,close all doors,smart_home
9614,confirm the doors are locked,पुष्टि करें कि दरवाज़े बंद हैं,Confirm that the doors are closed,smart_home
9615,please turn on the hallway lights,कृपया दालान की लाइट चालू करें,please turn on the hallway light,smart_home
9616,check if the doors are locked,जाँच करें कि क्या दरवाज़े बंद हैं,Check if the doors are locked,smart_home
9617,secure the doors,दरवाज़े सुरक्षित करें,Secure the Doors,smart_home
9618,see if all the doors are locked,देखें कि क्या सभी दरवाज़े बंद हैं,Check if all doors are locked,smart_home
9619,post the living room lights on,लिविंग रूम की लाइट जला दें,turn on the living room lights,smart_home
9620,by chance would it be possible to reserve me a hotel in afghanistan at the zoo for the 10th to the 15th,क्या संयोग से मेरे लिए 10 से 15 तारीख के लिए अफ़गानिस्तान के चिड़ियाघर में एक होटल आरक्षित करना संभव होगा?,Would by chance it be possible for me to reserve a hotel at the zoo in Afghanistan for the 10th to the 15th?,book_hotel
9621,is it possible for a hotel to be booked by you for me in afghanistan at the zoo for the 10th to the 15th,क्या यह संभव है कि आप मेरे लिए अफ़गानिस्तान के चिड़ियाघर में 10 से 15 तारीख़ के लिए कोई होटल बुक कर दें?,Is it possible that you can book a hotel for me in the zoo of Afghanistan from 10th to 15th?,book_hotel
9622,could you book me a hotel in afghanistan at the zoo for the 10th to the 15th,क्या आप मेरे लिए 10 से 15 तारीख के लिए अफ़गानिस्तान के चिड़ियाघर में एक होटल बुक कर सकते हैं?,Can you book a hotel for me in Afghanistan zoo from 10th to 15th?,book_hotel
9623,could a hotel be booked for me in afghanistan at the zoo for the 10th to the 15th,क्या मेरे लिए अफ़गानिस्तान के चिड़ियाघर में 10 से 15 तारीख़ के लिए कोई होटल बुक किया जा सकता है?,Can I book a hotel for me in Afghanistan Zoo from 10th to 15th?,book_hotel
9624,can you reserve a hotel for myself a hotel in afghanistan at the zoo for the 10th to the 15th,क्या आप मेरे लिए 10 से 15 तारीख तक के लिए अफ़गानिस्तान के चिड़ियाघर में एक होटल आरक्षित कर सकते हैं?,Can you reserve a hotel for me in Afghanistan Zoo from 10th to 15th?,book_hotel
9625,i need to reserve a large room or suite for 2 couples for august 15th through august 18th in seattle,मुझे सिएटल में 15 अगस्त से 18 अगस्त तक 2 जोड़ों के लिए एक बड़ा कमरा या सुइट आरक्षित करने की आवश्यकता है,I need to reserve a large room or suite for 2 couples from August 15 to August 18 in Seattle,book_hotel
9626,i need to book a hotel room or suite for 2 adults and 2 children in orlando for july 1st through 5th,मुझे 1 से 5 जुलाई तक ऑरलैंडो में 2 वयस्कों और 2 बच्चों के लिए एक होटल का कमरा या सुइट बुक करना है,I would like to book a hotel room or suite for 2 adults and 2 children in Orlando from July 1-5,book_hotel
9627,i need a hotel room for 7 people in st louis for november 3rd through 5th,मुझे 3 से 5 नवंबर तक सेंट लुइस में 7 लोगों के लिए एक होटल रूम चाहिए,I need a hotel room for 7 people in St. Louis from November 3-5,book_hotel
9628,"i need a suite that can accommodate 3 adults and 1 child in san diego for may 15th, 16th, and 17th","मुझे 15, 16 और 17 मई के लिए सैन डिएगो में एक सुइट की आवश्यकता है जिसमें 3 वयस्क और 1 बच्चा रह सकें","I need a suite in San Diego for May 15, 16 and 17 that can accommodate 3 adults and 1 child",book_hotel
9629,show me a hotel in boise that has positive reviews,मुझे बोइस में एक ऐसा होटल दिखाओ जिसकी समीक्षाएँ सकारात्मक हों,Show me a hotel in Boise that has positive reviews,book_hotel
9630,i need a hotel with good reviews in baltimore,मुझे बाल्टीमोर में अच्छे रिव्यू वाले होटल की ज़रूरत है,I'm looking for a hotel in Baltimore with good reviews,book_hotel
9631,find hotels in baltimore that have positive reviews,बाल्टीमोर में ऐसे होटल खोजें जिनकी समीक्षाएँ सकारात्मक हों,Find hotels in Baltimore that have positive reviews,book_hotel
9632,show me a hotel that has good reviews in kansas city,मुझे कैनसस सिटी में एक ऐसा होटल दिखाओ जिसकी समीक्षाएँ अच्छी हों,Show me a hotel in Kansas City that has good reviews,book_hotel
9633,i am looking for a hotel in new york city that has good reviews,मैं न्यूयॉर्क शहर में एक होटल की तलाश में हूं जिसकी समीक्षा अच्छी हो,I'm looking for a hotel in New York City that has good reviews,book_hotel
9634,could you book me a hotel in tampa from may 2 to may 4,क्या आप मेरे लिए 2 मई से 4 मई तक टैम्पा में होटल बुक कर सकते हैं?,Can you book a hotel for me in Tampa from May 2nd to May 4th?,book_hotel
9635,help me book a place to stay from may 2 to may 4 in tampa,2 मई से 4 मई तक टैम्पा में रहने के लिए जगह बुक करने में मेरी मदद करें,Help me book a place to stay in Tampa from May 2nd to May 4th,book_hotel
9636,can you make a reservation in tampa from may 2 to may 4,क्या आप 2 मई से 4 मई तक टैम्पा में आरक्षण करा सकते हैं?,Can you make reservations in Tampa from May 2nd to May 4th?,book_hotel
9637,i want to book a hotel in tampa from may 2 to may 4,मैं 2 मई से 4 मई तक टैम्पा में एक होटल बुक करना चाहता हूँ,I would like to book a hotel in Tampa from May 2nd to May 4th,book_hotel
9638,make me a reservation in tampa from may 2 to may 4,2 मई से 4 मई तक टैम्पा में मेरे लिए आरक्षण करवाएं,Make a reservation for me in Tampa from May 2nd to May 4th,book_hotel
9639,book a motel in uptown from march 3 to march 4,3 मार्च से 4 मार्च तक अपटाउन में मोटल बुक करें,Book a motel in Uptown from March 3 to March 4,book_hotel
9640,talk to me about where im at right now,मुझसे बात करो कि मैं अभी कहाँ हूँ,Talk to me about where I am right now,current_location
9641,can you tell me where i am,क्या आप मुझे बता सकते हैं कि मैं कहां हूं?,Can you tell me where I am?,current_location
9642,you need all five answers,आपको सभी पांच उत्तरों की आवश्यकता है,You need all five answers,current_location
9643,give me my gps coordinates,मुझे मेरे जीपीएस निर्देशांक दे दो,give me my gps coordinates,current_location
9644,pass me my gps coordinates,मुझे मेरे जीपीएस निर्देशांक दे दो,give me my gps coordinates,current_location
9645,i need to know what my gps coordinates are,मुझे यह जानना है कि मेरे जीपीएस निर्देशांक क्या हैं,I want to know what my GPS coordinates are,current_location
9646,can you give me my gps coordinates,क्या आप मुझे मेरे जीपीएस निर्देशांक दे सकते हैं,can you give me my gps coordinates,current_location
9647,so what are my current gps coordinates,तो मेरे वर्तमान जीपीएस निर्देशांक क्या हैं,so what are my current gps coordinates,current_location
9648,can you find the exact address for where i am currently,क्या आप बता सकते हैं कि मैं अभी कहाँ हूँ?,Can you tell me where I am right now?,current_location
9649,tell me what to enter into my gps for my current location,मुझे बताएं कि मुझे अपने वर्तमान स्थान के लिए अपने जीपीएस में क्या दर्ज करना है,Tell me what I need to enter into my GPS for my current location,current_location
9650,please tell me the address of my current location,कृपया मुझे मेरे वर्तमान स्थान का पता बताएं,please tell me my current location,current_location
9651,i need to know the name of my current location for the tow truck,मुझे टो ट्रक के लिए अपने वर्तमान स्थान का नाम जानना होगा,I need to know the name of my current location for a tow truck,current_location
9652,what is this place,इस जगह क्या है,what is this place,current_location
9653,where exactly am i at the moment,मैं इस समय वास्तव में कहां हूं,where am I really at this moment,current_location
9654,where am i at currently,मैं इस समय कहां हूं,where am I right now,current_location
9655,what location is this,यह कौन सा स्थान है,which place is this,current_location
9656,what are my coordinates,मेरे निर्देशांक क्या हैं,what are my coordinates,current_location
9657,where am i on gps,मैं जीपीएस पर कहां हूं,where am I on gps,current_location
9658,latitude and longitude please,कृपया अक्षांश और देशांतर बताएं,please provide latitude and longitude,current_location
9659,"location currently, where","वर्तमान स्थान, जहां",The current location where,current_location
9660,what's is the current weather forecast,वर्तमान मौसम पूर्वानुमान क्या है,What is the current weather forecast,weather
9661,tell me the forecast,मुझे पूर्वानुमान बताओ,Tell me the forecast,weather
9662,what's the weather like,मौसम कैसा है,how is the weather,weather
9663,what's the forecast for the day,आज का पूर्वानुमान क्या है,what is the forecast today,weather
9664,i need to know the weather,मुझे मौसम जानना है,I want to know the weather,weather
9665,weather forecast please,कृपया मौसम का पूर्वानुमान बताएं,Please tell me the weather forecast,weather
9666,what's today's weather,आज का मौसम कैसा है,how is the weather today,weather
9667,i need to know today's forecast,मुझे आज का पूर्वानुमान जानना है,I would like to know today's forecast,weather
9668,is it going to rain tomorrow,क्या कल बारिश होने वाली है,is it going to rain tomorrow,weather
9669,what is the weather outside,बाहर मौसम कैसा है,how is the weather outside,weather
9670,what will be the weather tomorrow,कल मौसम कैसा रहेगा,What will the weather be like tomorrow,weather
9671,what is the weather in atlanta,अटलांटा में मौसम कैसा है,What is the weather like in Atlanta?,weather
9672,what is the weather in tokyo,टोकियो में मौसम कैसा है,what is the weather like in tokyo,weather
9673,what's the humidity today,आज आर्द्रता कितनी है,what is the humidity today,weather
9674,what was the temperature yesterday,कल तापमान कितना था,what was the temperature yesterday,weather
9675,what's today's high and low,आज का उच्च और निम्न क्या है,what is today's high and low,weather
9676,what's the weather today,आज मौसम कैसा है,how is the weather today,weather
9677,what's the chance of rain,बारिश की क्या संभावना है,what is the chance of rain,weather
9678,how cold is it in wisconsin today,आज विस्कॉन्सिन में कितनी ठंड है,How cold is it in Wisconsin today,weather
9679,can you tell the temperature it will tomorrow,क्या आप बता सकते हैं कि कल का तापमान कितना होगा,Can you tell me what the temperature will be tomorrow?,weather
9680,how much money a year do i spend in taxes,मैं एक साल में करों में कितना पैसा खर्च करता हूँ?,How much money do I spend in taxes a year?,taxes
9681,how much am i being taxed,मुझ पर कितना कर लगाया जा रहा है,How much tax am I being charged,taxes
9682,what are my tax costs,मेरी कर लागत क्या है,What are my tax costs,taxes
9683,what kinds of taxes am i facing,मुझे किस प्रकार के करों का सामना करना पड़ रहा है,What type of taxes do I face,taxes
9684,what's my income tax,मेरा आयकर क्या है,what is my income tax,taxes
9685,what's the tax bracket for my income,मेरी आय के लिए कर स्लैब क्या है,What is the tax slab for my income,taxes
9686,what does it look like i will be paying in federal taxes this year,इस वर्ष मुझे संघीय करों में क्या भुगतान करना होगा?,What will I have to pay in federal taxes this year?,taxes
9687,what do i get taxed at my income level,मेरी आय के स्तर पर मुझे क्या कर देना होगा,What taxes do I need to pay based on my income level?,taxes
9688,what is my tax burden,मेरा कर भार क्या है,What is my tax burden,taxes
9689,can you tell me what my federal tax burden is,क्या आप मुझे बता सकते हैं कि मेरा संघीय कर भार क्या है,Can you tell me what my federal tax burden is,taxes
9690,how much am i taxed each year,मुझे हर साल कितना कर देना पड़ता है,How much tax do I have to pay each year,taxes
9691,do you know how much i pay in taxes,क्या आप जानते हैं कि मैं कितना कर चुकाता हूँ,Do you know how much tax I pay?,taxes
9692,how much do i pay in taxes every year,मैं हर साल कितना कर चुकाता हूँ,How much tax do I pay each year,taxes
9693,what's my federal tax this year,इस वर्ष मेरा संघीय कर क्या है?,What's my federal tax this year?,taxes
9694,i need to know my tax rate,मुझे अपनी कर दर जानना है,I want to know my tax rate,taxes
9695,what is the tax rate that applies to me,मुझ पर कौन सी कर दर लागू होगी,What tax rate will apply to me,taxes
9696,how much do i need to pay in tax,मुझे कितना टैक्स देना होगा,How much tax do I have to pay,taxes
9697,what's my tax rate,मेरी कर दर क्या है,what is my tax rate,taxes
9698,tell me my tax rate,मुझे मेरी कर दर बताओ,Tell me my tax rate,taxes
9699,what amount do i owe in taxes,मुझे करों में कितनी राशि देनी है,How much do I have to pay in taxes,taxes
9700,what is the minimum amount due on my cable bill,मेरे केबल बिल पर न्यूनतम देय राशि क्या है,What is the minimum amount due on my cable bill,min_payment
9701,what is the minimum payment,न्यूनतम भुगतान क्या है,What is the minimum payout,min_payment
9702,whats the minimum payment on my electric bill,मेरे बिजली बिल पर न्यूनतम भुगतान क्या है?,What is the minimum payment on my electricity bill?,min_payment
9703,how little can i pay on my phone bill,मैं अपने फ़ोन बिल पर कितना कम भुगतान कर सकता हूँ?,How much less can I pay on my phone bill?,min_payment
9704,what is the least i can pay towards my car bill,मैं अपनी कार के बिल के लिए कम से कम कितना भुगतान कर सकता हूँ?,What is the least I can pay for my car bill?,min_payment
9705,what's the least i can pay towards this bill,मैं इस बिल के लिए कम से कम कितना भुगतान कर सकता हूँ?,What is the least I can pay for this bill?,min_payment
9706,how little can i pay towards my car insurance,मैं अपनी कार बीमा के लिए कितना कम भुगतान कर सकता हूँ?,How little can I pay for my car insurance?,min_payment
9707,is there a minimum amount accepted,क्या कोई न्यूनतम राशि स्वीकार्य है,Is there a minimum amount acceptable,min_payment
9708,tell me the least i can pay,मुझे बताओ कि मैं कम से कम कितना भुगतान कर सकता हूँ,Tell me what is the least I can pay,min_payment
9709,what is the minimum payment for comcast,कॉमकास्ट के लिए न्यूनतम भुगतान क्या है?,What is the minimum payout for Comcast?,min_payment
9710,what is the least i can pay on my mortgage bill,मैं अपने बंधक बिल पर कम से कम कितना भुगतान कर सकता हूँ?,What is the least I can pay on my mortgage bill?,min_payment
9711,what would be the least i could pay on this bill,इस बिल पर मैं कम से कम कितना भुगतान कर सकता हूँ?,What is the least I can pay on this bill?,min_payment
9712,could you tell me my bill's minimum payment,क्या आप मुझे मेरे बिल का न्यूनतम भुगतान बता सकते हैं,Can you tell me the minimum payment for my bill?,min_payment
9713,what's the least amount i can pay on this bill,इस बिल पर मैं कम से कम कितनी राशि अदा कर सकता हूँ?,What is the minimum amount I can pay on this bill?,min_payment
9714,what's the minimum payment on my bill,मेरे बिल पर न्यूनतम भुगतान क्या है,What is the minimum payment on my bill?,min_payment
9715,what's my bill's minimum payment,मेरे बिल का न्यूनतम भुगतान क्या है,What is the minimum payment on my bill?,min_payment
9716,i'd like to know my minimum payment please,मैं अपना न्यूनतम भुगतान जानना चाहता हूँ कृपया,I would like to know my minimum payment please,min_payment
9717,what's the minimum due for my electric bill,मेरे बिजली बिल की न्यूनतम राशि क्या है,What is the minimum amount of my electricity bill,min_payment
9718,lowest amount for cable bill,केबल बिल की न्यूनतम राशि,Minimum cable bill amount,min_payment
9719,what is the minimum payment due on my visa,मेरे वीज़ा पर न्यूनतम भुगतान क्या है?,What is the minimum payout on my Visa?,min_payment
9720,set up whisper mode,व्हिस्पर मोड सेट अप करें,Set up Whisper Mode,whisper_mode
9721,how do i go to whisper mode,मैं व्हिस्पर मोड में कैसे जाऊं?,How do I go into whisper mode?,whisper_mode
9722,change over to whisper mode,कानाफूसी मोड में बदलें,Change to whisper mode,whisper_mode
9723,i need to be out of whisper mode,मुझे कानाफूसी मोड से बाहर निकलने की जरूरत है,I need to get out of whisper mode,whisper_mode
9724,i'd like to be out of whisper mode,मैं कानाफूसी मोड से बाहर आना चाहता हूँ,I want out of whisper mode,whisper_mode
9725,take me out of whisper mode,मुझे कानाफूसी मोड से बाहर ले जाओ,take me out of whisper mode,whisper_mode
9726,i want to be out of whisper mode,मैं कानाफूसी मोड से बाहर होना चाहता हूँ,I want to be out of whisper mode,whisper_mode
9727,please use your whispering voice; i need quiet,कृपया अपनी फुसफुसाती आवाज़ का प्रयोग करें; मुझे शांति चाहिए,Please use your whispering voice; I need peace,whisper_mode
9728,let's try whisper mode,चलो कानाफूसी मोड की कोशिश करते हैं,let's try whisper mode,whisper_mode
9729,use your whisper voice,अपनी फुसफुसाती आवाज़ का प्रयोग करें,Use your whispering voice,whisper_mode
9730,can you please whisper,क्या आप कृपया फुसफुसा सकते हैं,can you please whisper,whisper_mode
9731,whisper to me,मुझसे फुसफुसाकर कहो,whisper to me,whisper_mode
9732,make a switch to whisper mode,कानाफूसी मोड पर स्विच करें,Switch to whisper mode,whisper_mode
9733,whisper please,कृपया फुसफुसाएं,please whisper,whisper_mode
9734,i need quiet; use whisper,मुझे शांति चाहिए; कानाफूसी का प्रयोग करें,I need peace; please use a whisper,whisper_mode
9735,go into whisper mode,कानाफूसी मोड में जाओ,Get into whisper mode,whisper_mode
9736,engage whisper mode,कानाफूसी मोड सक्रिय करें,Activate Whisper Mode,whisper_mode
9737,enable whisper mode,व्हिस्पर मोड सक्षम करें,Enable Whisper Mode,whisper_mode
9738,put whisper mode on,कानाफूसी मोड चालू करें,turn on whisper mode,whisper_mode
9739,please use whisper mode,कृपया व्हिस्पर मोड का उपयोग करें,please use whisper mode,whisper_mode
9740,quit talking,बात करना बंद करो,stop talking,cancel
9741,stop please,कृपया रुकें,please stop,cancel
9742,scrap,कतरन,scrap,cancel
9743,whats the procedure to cancel it,इसे रद्द करने की प्रक्रिया क्या है,What is the procedure to cancel it,cancel
9744,stop it,इसे रोक,stop it,cancel
9745,please abort the current process,कृपया वर्तमान प्रक्रिया को निरस्त करें,Please cancel the current process,cancel
9746,cancel it,इसे रद्द करें,Cancel it,cancel
9747,can you cancel it,क्या आप इसे रद्द कर सकते हैं,can you cancel it,cancel
9748,hey ai cancel it now,अरे अब इसे रद्द करो,hey cancel it now,cancel
9749,cancel,रद्द करना,Cancel,cancel
9750,command cancel,आदेश रद्द करें,cancel the order,cancel
9751,please stop it,कृपया इसे रोकें,Please stop it,cancel
9752,abort it,इसे निरस्त करें,cancel it,cancel
9753,how to cancel,कैसे रद्द करें,How to cancel,cancel
9754,i repeat cancel,मैं दोहराता हूं रद्द करें,I repeat cancel,cancel
9755,please don't talk any further,कृपया आगे बात न करें,please do not talk further,cancel
9756,don't talk anymore,अब और बात मत करो,don't talk anymore,cancel
9757,i need you to stop talking,मैं चाहता हूं कि तुम बोलना बंद करो,I want you to stop talking,cancel
9758,rescind,रद्द कर देना,cancel out,cancel
9759,eliminate,हटाना,delete,cancel
9760,"if i plan on travelling to this country, do i need a visa","अगर मैं इस देश की यात्रा करने की योजना बना रहा हूं, तो क्या मुझे वीज़ा की आवश्यकता है","If I plan to visit this country, do I need a visa",international_visa
9761,do i need a visa if i go there,अगर मैं वहां जाऊं तो क्या मुझे वीज़ा की ज़रूरत होगी,Do I need a visa if I go there?,international_visa
9762,"for going to that country, do i need a visa",क्या उस देश में जाने के लिए मुझे वीज़ा की ज़रूरत है,Do I need a visa to go to that country?,international_visa
9763,does one need a visa to go there,क्या वहां जाने के लिए वीज़ा की ज़रूरत है,do I need a visa to go there,international_visa
9764,"if i travel there, do i need a visa",अगर मैं वहां जाऊं तो क्या मुझे वीज़ा की ज़रूरत होगी,Do I need a visa if I go there?,international_visa
9765,does going to taiwan require me to get an international visa,क्या ताइवान जाने के लिए मुझे अंतर्राष्ट्रीय वीज़ा लेना ज़रूरी है?,Do I need an international visa to visit Taiwan?,international_visa
9766,"if i go to brazil, do i need to get an international visa",अगर मैं ब्राज़ील जाऊं तो क्या मुझे अंतर्राष्ट्रीय वीज़ा लेने की ज़रूरत है?,Do I need an international visa if I go to Brazil?,international_visa
9767,"should i go to okinawa, does it require an international visa","क्या मुझे ओकिनावा जाना चाहिए, क्या इसके लिए अंतर्राष्ट्रीय वीज़ा की आवश्यकता है?","Should I visit Okinawa, does it require an international visa?",international_visa
9768,is an international visa needed to go to cyprus,क्या साइप्रस जाने के लिए अंतर्राष्ट्रीय वीज़ा की आवश्यकता है,Is an international visa required to visit Cyprus,international_visa
9769,i want to go to china but am not sure if i need an international visa,मैं चीन जाना चाहता हूं लेकिन मुझे नहीं पता कि मुझे अंतरराष्ट्रीय वीज़ा की ज़रूरत है या नहीं,I want to go to China but I don't know if I need an international visa,international_visa
9770,should i get an internation visa to go to switzerland,क्या मुझे स्विटजरलैंड जाने के लिए अंतर्राष्ट्रीय वीज़ा लेना चाहिए?,Do I need an international visa to visit Switzerland?,international_visa
9771,does south korea require an international visa,क्या दक्षिण कोरिया को अंतर्राष्ट्रीय वीज़ा की आवश्यकता है,Does South Korea require an international visa,international_visa
9772,will i need an international visa to go to madagascar,क्या मुझे मेडागास्कर जाने के लिए अंतर्राष्ट्रीय वीज़ा की आवश्यकता होगी,Do I need an international visa to visit Madagascar,international_visa
9773,is an international visa needed for canada,क्या कनाडा के लिए अंतर्राष्ट्रीय वीज़ा आवश्यक है,Is an international visa required for Canada,international_visa
9774,do i need an international visa to get into italy,क्या मुझे इटली जाने के लिए अंतर्राष्ट्रीय वीज़ा की आवश्यकता है?,Do I need an international visa to visit Italy?,international_visa
9775,"if i go to uganda, do i need an international visa",अगर मैं युगांडा जाऊं तो क्या मुझे अंतरराष्ट्रीय वीज़ा की ज़रूरत होगी?,Do I need an international visa if I travel to Uganda?,international_visa
9776,do i need a travel visa for the uk,क्या मुझे ब्रिटेन के लिए यात्रा वीज़ा की आवश्यकता है,Do I need a travel visa for the UK,international_visa
9777,am i going to need a visa for traveling to canada,क्या मुझे कनाडा की यात्रा के लिए वीज़ा की आवश्यकता होगी,Do I need a visa to travel to Canada,international_visa
9778,does canada require a visa,क्या कनाडा को वीज़ा की आवश्यकता है,does canada require a visa,international_visa
9779,does the uk require a travel visa,क्या ब्रिटेन को यात्रा वीज़ा की आवश्यकता है,Does the UK need a travel visa,international_visa
9780,is it necessary to get a shot for travel to india,क्या भारत यात्रा के लिए टीका लगवाना ज़रूरी है,Is it necessary to get vaccinated to travel to India?,vaccines
9781,are there any necessary shots required before travel to thailand,क्या थाईलैंड यात्रा से पहले कोई आवश्यक टीके लगवाना ज़रूरी है,Are there any mandatory vaccinations required before traveling to Thailand?,vaccines
9782,do i have to get a shot for travel to taiwan,क्या मुझे ताइवान यात्रा के लिए टीका लगवाना होगा?,Do I need to get vaccinated to travel to Taiwan?,vaccines
9783,are shots required before traveling to brazil,क्या ब्राज़ील की यात्रा से पहले टीके लगवाना ज़रूरी है,Is it necessary to get vaccinated before traveling to Brazil,vaccines
9784,can i travel to south africa without getting a shot,क्या मैं टीका लगवाए बिना दक्षिण अफ्रीका की यात्रा कर सकता हूँ?,Can I travel to South Africa without getting vaccinated?,vaccines
9785,what shots are required to visit australia,ऑस्ट्रेलिया जाने के लिए कौन से टीके आवश्यक हैं?,What vaccines are required to travel to Australia?,vaccines
9786,do i need any vaccines before traveling to brazil,क्या मुझे ब्राज़ील यात्रा से पहले किसी टीके की ज़रूरत है?,Do I need any vaccines before traveling to Brazil?,vaccines
9787,what shots do i need before going to africa,अफ्रीका जाने से पहले मुझे कौन से टीके लगवाने होंगे?,What vaccinations do I need before traveling to Africa?,vaccines
9788,do i need to get any shots before volunteering in the congo,क्या मुझे कांगो में स्वयंसेवा करने से पहले कोई टीका लगवाना होगा?,Do I need to have any vaccinations before volunteering in Congo?,vaccines
9789,must i have shots before i take a trip to canada,क्या मुझे कनाडा की यात्रा से पहले टीके लगवाने होंगे?,Do I need to get vaccinated before travelling to Canada?,vaccines
9790,do i need to get any shots before travelling to australia,क्या मुझे ऑस्ट्रेलिया यात्रा से पहले कोई टीका लगवाना होगा?,Do I need to get any vaccinations before travelling to Australia?,vaccines
9791,should i get shots if i'm going to go to thailand,अगर मैं थाईलैंड जा रहा हूँ तो क्या मुझे टीके लगवाने चाहिए?,Do I need to get vaccinated if I'm traveling to Thailand?,vaccines
9792,do i need to get any shots before i go to brazil,क्या मुझे ब्राज़ील जाने से पहले कोई टीका लगवाना होगा?,Do I need to get any vaccinations before traveling to Brazil?,vaccines
9793,do i need to get any shots before visiting family in seattle,क्या मुझे सिएटल में परिवार से मिलने से पहले कोई टीका लगवाना होगा?,Do I need to get any vaccines before visiting family in Seattle?,vaccines
9794,do you need shots before going to russia,क्या आपको रूस जाने से पहले टीके की ज़रूरत है?,Do you need vaccines before traveling to Russia?,vaccines
9795,is a shot required before traveling to mexico,क्या मेक्सिको की यात्रा से पहले एक टीका लगवाना आवश्यक है?,Is it necessary to get a vaccine before traveling to Mexico?,vaccines
9796,do i need shots before traveling to mexico,क्या मुझे मेक्सिको यात्रा से पहले टीके लगवाने की आवश्यकता है?,Do I need to get vaccinated before traveling to Mexico?,vaccines
9797,do i have to get shots to enter cuba,क्या मुझे क्यूबा में प्रवेश करने के लिए टीके लगवाने होंगे?,Do I need to have vaccines to enter Cuba?,vaccines
9798,do i need to have any shots to visit chile,क्या मुझे चिली जाने के लिए कोई टीका लगवाना होगा?,Do I need to get any vaccinations to travel to Chile?,vaccines
9799,will ecuador require proof of any shots for me to go there,क्या इक्वाडोर को वहां जाने के लिए मेरे किसी भी टीके का प्रमाण चाहिए होगा?,Will Ecuador require proof of any of my vaccines to travel there?,vaccines
9800,how many vacation days have i saved up,मैंने कितने छुट्टियों के दिन बचाकर रखे हैं,How many vacation days do I have saved up,pto_balance
9801,how many vacation days do i have at my disposal,मेरे पास कितने अवकाश दिन हैं,how many vacation days do I have,pto_balance
9802,how many hours of vacation have i saved up,मैंने छुट्टी के कितने घंटे बचा रखे हैं,How many vacation hours do I have saved up,pto_balance
9803,how many vacation days have i accumulated,मैंने कितने अवकाश दिन जमा किए हैं,How many vacation days have I accumulated,pto_balance
9804,how many pto days are available,कितने pto दिन उपलब्ध हैं,how many pto days are available,pto_balance
9805,how much vacation do i have saved,मेरे पास कितनी छुट्टियाँ बची हैं,how many holidays do I have left,pto_balance
9806,how much vacation have i earned,मैंने कितनी छुट्टियाँ अर्जित की हैं,How many holidays have I earned,pto_balance
9807,what number of pto days do i have left,मेरे पास कितने पीटीओ दिन बचे हैं,How many PTO days do I have left,pto_balance
9808,how many weeks of vacation do i have,मुझे कितने सप्ताह की छुट्टी मिलेगी,How many weeks of leave will I get,pto_balance
9809,how many days of vacation do i have saved,मेरे पास कितने दिन की छुट्टी बची है,how many days of vacation do I have left,pto_balance
9810,i need to know how many pto days are left,मुझे जानना है कि कितने पीटीओ दिन बचे हैं,I want to know how many PTO days I have left,pto_balance
9811,whats the number of pto days i have to my availability,मेरी उपलब्धता के लिए पीटीओ दिनों की संख्या क्या है?,What is the number of PTO days for my availability?,pto_balance
9812,how many pto days are in my possesion,मेरे पास कितने पीटीओ दिन हैं,how many pto days do i have,pto_balance
9813,what number of vacation days do i have available,मेरे पास कितने दिन की छुट्टियाँ उपलब्ध हैं,How many days of leave do I have available,pto_balance
9814,what number of vacation days do i have at my disposal,मेरे पास कितने दिन की छुट्टियाँ हैं,how many days of vacation do i have,pto_balance
9815,could you let me know how many pto days do i have left,क्या आप मुझे बता सकते हैं कि मेरे पास कितने पीटीओ दिन बचे हैं?,Can you tell me how many PTO days I have left?,pto_balance
9816,could you tell me how many pto days do i have left,क्या आप मुझे बता सकते हैं कि मेरे पास कितने पीटीओ दिन बचे हैं?,Can you tell me how many PTO days I have left?,pto_balance
9817,can you let me know how many pto days do i have left,क्या आप मुझे बता सकते हैं कि मेरे पास कितने पीटीओ दिन बचे हैं?,Can you tell me how many PTO days I have left?,pto_balance
9818,can you tell me how many pto days do i have left,क्या आप मुझे बता सकते हैं कि मेरे पास कितने पीटीओ दिन बचे हैं?,Can you tell me how many PTO days I have left?,pto_balance
9819,what is the amount of time i can request off in the coming year,आने वाले वर्ष में मैं कितने समय की छुट्टी मांग सकता हूँ?,How much time off can I ask for in the coming year?,pto_balance
9820,where is the closest subway entrance to me to go to brooklyn,ब्रुकलिन जाने के लिए मेरे लिए सबसे निकटतम मेट्रो प्रवेश द्वार कहां है?,Where is the closest subway entrance for me to go to Brooklyn?,directions
